date,state,expected_volume,actual_volume,is_weekend,is_holiday
2024-10-22,Nordrhein-Westfalen,31473,36509,False,False
2024-10-22,Rheinland-Pfalz,19350,17383,False,False
2024-10-22,Saarland,12769,13331,False,False
2024-10-22,Sachsen,19231,19194,False,False
2024-10-22,Sachsen-Anhalt,15351,15043,False,False
2024-10-22,Schleswig-Holstein,17481,18451,False,False
2024-10-22,Thüringen,15177,15601,False,False
2024-10-23,Baden-Württemberg,25946,29309,False,False
2024-10-23,Bayern,27769,22930,False,False
2024-10-23,Berlin,33772,32452,False,False
2024-10-23,Brandenburg,16955,15015,False,False
2024-10-23,Bremen,14391,13949,False,False
2024-10-23,Hamburg,26099,24698,False,False
2024-10-23,Hessen,23002,27643,False,False
2024-10-23,Mecklenburg-Vorpommern,12847,12517,False,False
2024-10-23,Niedersachsen,20915,21351,False,False
2024-10-23,Nordrhein-Westfalen,29939,33890,False,False
2024-10-23,Rheinland-Pfalz,18484,16261,False,False
2024-10-23,Saarland,12223,12325,False,False
2024-10-23,Sachsen,18416,20445,False,False
2024-10-23,Sachsen-Anhalt,14669,10102,False,False
2024-10-23,Schleswig-Holstein,16776,16764,False,False
2024-10-23,Thüringen,14475,14564,False,False
2024-10-24,Baden-Württemberg,26000,27493,False,False
2024-10-24,Bayern,27821,28645,False,False
2024-10-24,Berlin,33662,31711,False,False
2024-10-24,Brandenburg,16922,15982,False,False
2024-10-24,Bremen,14448,11453,False,False
2024-10-24,Hamburg,26144,22311,False,False
2024-10-24,Hessen,23074,20897,False,False
2024-10-24,Mecklenburg-Vorpommern,12874,15677,False,False
2024-10-24,Niedersachsen,20909,21362,False,False
2024-10-24,Nordrhein-Westfalen,29969,31752,False,False
2024-10-24,Rheinland-Pfalz,18506,20968,False,False
2024-10-24,Saarland,12273,13269,False,False
2024-10-24,Sachsen,18459,21179,False,False
2024-10-24,Sachsen-Anhalt,14696,18302,False,False
2024-10-24,Schleswig-Holstein,16774,21037,False,False
2024-10-24,Thüringen,14533,15619,False,False
2024-10-25,Baden-Württemberg,24184,23121,False,False
2024-10-25,Bayern,25842,24181,False,False
2024-10-25,Berlin,31590,34116,False,False
2024-10-25,Brandenburg,15720,19497,False,False
2024-10-25,Bremen,13387,17492,False,False
2024-10-25,Hamburg,24352,23847,False,False
2024-10-25,Hessen,21407,18773,False,False
2024-10-25,Mecklenburg-Vorpommern,11857,10433,False,False
2024-10-25,Niedersachsen,19394,19845,False,False
2024-10-25,Nordrhein-Westfalen,27891,30326,False,False
2024-10-25,Rheinland-Pfalz,17163,16544,False,False
2024-10-25,Saarland,11359,9381,False,False
2024-10-25,Sachsen,17059,20071,False,False
2024-10-25,Sachsen-Anhalt,13585,17327,False,False
2024-10-25,Schleswig-Holstein,15523,14676,False,False
2024-10-25,Thüringen,13461,13613,False,False
2024-10-26,Baden-Württemberg,18050,18879,True,False
2024-10-26,Bayern,19455,20364,True,False
2024-10-26,Berlin,23550,26238,True,False
2024-10-26,Brandenburg,11836,10470,True,False
2024-10-26,Bremen,10034,8700,True,False
2024-10-26,Hamburg,18268,20618,True,False
2024-10-26,Hessen,16078,12499,True,False
2024-10-26,Mecklenburg-Vorpommern,8954,9248,True,False
2024-10-26,Niedersachsen,14569,13684,True,False
2024-10-26,Nordrhein-Westfalen,20944,21492,True,False
2024-10-26,Rheinland-Pfalz,12897,13166,True,False
2024-10-26,Saarland,8517,10889,True,False
2024-10-26,Sachsen,12867,13945,True,False
2024-10-26,Sachsen-Anhalt,10240,10643,True,False
2024-10-26,Schleswig-Holstein,11653,12381,True,False
2024-10-26,Thüringen,10131,10378,True,False
2024-10-27,Baden-Württemberg,18143,22293,True,False
2024-10-27,Bayern,19457,17542,True,False
2024-10-27,Berlin,23730,20809,True,False
2024-10-27,Brandenburg,11842,13124,True,False
2024-10-27,Bremen,10059,7220,True,False
2024-10-27,Hamburg,18308,17050,True,False
2024-10-27,Hessen,16114,17232,True,False
2024-10-27,Mecklenburg-Vorpommern,8985,9421,True,False
2024-10-27,Niedersachsen,14593,16631,True,False
2024-10-27,Nordrhein-Westfalen,20982,25662,True,False
2024-10-27,Rheinland-Pfalz,12924,11323,True,False
2024-10-27,Saarland,8534,20595,True,False
2024-10-27,Sachsen,12853,15131,True,False
2024-10-27,Sachsen-Anhalt,10269,9477,True,False
2024-10-27,Schleswig-Holstein,11657,9753,True,False
2024-10-27,Thüringen,10131,11346,True,False
2024-10-28,Baden-Württemberg,26477,27929,False,False
2024-10-28,Bayern,28449,27429,False,False
2024-10-28,Berlin,34530,31143,False,False
2024-10-28,Brandenburg,17315,18258,False,False
2024-10-28,Bremen,14754,15657,False,False
2024-10-28,Hamburg,26755,24730,False,False
2024-10-28,Hessen,23560,25556,False,False
2024-10-28,Mecklenburg-Vorpommern,13202,17447,False,False
2024-10-28,Niedersachsen,21361,24058,False,False
2024-10-28,Nordrhein-Westfalen,30685,28402,False,False
2024-10-28,Rheinland-Pfalz,18920,18642,False,False
2024-10-28,Saarland,12525,15039,False,False
2024-10-28,Sachsen,18857,15877,False,False
2024-10-28,Sachsen-Anhalt,15061,12067,False,False
2024-10-28,Schleswig-Holstein,17104,16486,False,False
2024-10-28,Thüringen,14835,14102,False,False
2024-10-29,Baden-Württemberg,26273,27876,False,False
2024-10-29,Bayern,28138,24047,False,False
2024-10-29,Berlin,34259,39448,False,False
2024-10-29,Brandenburg,17126,14982,False,False
2024-10-29,Bremen,14594,15687,False,False
2024-10-29,Hamburg,26502,18895,False,False
2024-10-29,Hessen,23315,25623,False,False
2024-10-29,Mecklenburg-Vorpommern,13001,11088,False,False
2024-10-29,Niedersachsen,21125,20926,False,False
2024-10-29,Nordrhein-Westfalen,30364,57865,False,False
2024-10-29,Rheinland-Pfalz,18700,19524,False,False
2024-10-29,Saarland,12386,15038,False,False
2024-10-29,Sachsen,18609,17477,False,False
2024-10-29,Sachsen-Anhalt,14852,10339,False,False
2024-10-29,Schleswig-Holstein,16922,16702,False,False
2024-10-29,Thüringen,14672,14849,False,False
2024-10-30,Baden-Württemberg,25052,24065,False,False
2024-10-30,Bayern,26697,22551,False,False
2024-10-30,Berlin,32376,23534,False,False
2024-10-30,Brandenburg,16332,16283,False,False
2024-10-30,Bremen,13841,12189,False,False
2024-10-30,Hamburg,25010,30212,False,False
2024-10-30,Hessen,22123,24650,False,False
2024-10-30,Mecklenburg-Vorpommern,12297,14666,False,False
2024-10-30,Niedersachsen,20156,20578,False,False
2024-10-30,Nordrhein-Westfalen,28710,31526,False,False
2024-10-30,Rheinland-Pfalz,17777,18118,False,False
2024-10-30,Saarland,11767,10871,False,False
2024-10-30,Sachsen,17790,16654,False,False
2024-10-30,Sachsen-Anhalt,14083,13947,False,False
2024-10-30,Schleswig-Holstein,16216,12401,False,False
2024-10-30,Thüringen,13960,13911,False,False
2024-10-31,Baden-Württemberg,25834,21233,False,False
2024-10-31,Bayern,27721,30698,False,False
2024-10-31,Berlin,33839,46537,False,False
2024-10-31,Brandenburg,16936,16441,False,False
2024-10-31,Bremen,14372,13953,False,False
2024-10-31,Hamburg,26101,27785,False,False
2024-10-31,Hessen,22963,20807,False,False
2024-10-31,Mecklenburg-Vorpommern,12816,12187,False,False
2024-10-31,Niedersachsen,20873,26988,False,False
2024-10-31,Nordrhein-Westfalen,29967,21681,False,False
2024-10-31,Rheinland-Pfalz,18453,16808,False,False
2024-10-31,Saarland,12188,9881,False,False
2024-10-31,Sachsen,18327,17319,False,False
2024-10-31,Sachsen-Anhalt,14653,16098,False,False
2024-10-31,Schleswig-Holstein,16717,16230,False,False
2024-10-31,Thüringen,14473,12669,False,False
2024-11-01,Baden-Württemberg,27438,34028,False,False
2024-11-01,Bayern,29286,30515,False,False
2024-11-01,Berlin,35418,41983,False,False
2024-11-01,Brandenburg,17820,16281,False,False
2024-11-01,Bremen,15230,16899,False,False
2024-11-01,Hamburg,27584,21919,False,False
2024-11-01,Hessen,24324,19776,False,False
2024-11-01,Mecklenburg-Vorpommern,13593,15599,False,False
2024-11-01,Niedersachsen,22005,18820,False,False
2024-11-01,Nordrhein-Westfalen,31561,31646,False,False
2024-11-01,Rheinland-Pfalz,19477,19838,False,False
2024-11-01,Saarland,12932,12894,False,False
2024-11-01,Sachsen,19390,16165,False,False
2024-11-01,Sachsen-Anhalt,15500,29094,False,False
2024-11-01,Schleswig-Holstein,17663,19922,False,False
2024-11-01,Thüringen,15295,17501,False,False
2024-11-02,Baden-Württemberg,18427,16677,True,False
2024-11-02,Bayern,19721,21291,True,False
2024-11-02,Berlin,24027,24406,True,False
2024-11-02,Brandenburg,12036,14701,True,False
2024-11-02,Bremen,10252,9088,True,False
2024-11-02,Hamburg,18539,18008,True,False
2024-11-02,Hessen,16364,17037,True,False
2024-11-02,Mecklenburg-Vorpommern,9183,6180,True,False
2024-11-02,Niedersachsen,14868,15185,True,False
2024-11-02,Nordrhein-Westfalen,21299,16977,True,False
2024-11-02,Rheinland-Pfalz,13159,11286,True,False
2024-11-02,Saarland,8700,11075,True,False
2024-11-02,Sachsen,13098,14129,True,False
2024-11-02,Sachsen-Anhalt,10469,11288,True,False
2024-11-02,Schleswig-Holstein,11914,9695,True,False
2024-11-02,Thüringen,10319,9430,True,False
2024-11-03,Baden-Württemberg,17912,23200,True,False
2024-11-03,Bayern,19167,12596,True,False
2024-11-03,Berlin,23155,23341,True,False
2024-11-03,Brandenburg,11655,13890,True,False
2024-11-03,Bremen,9911,9485,True,False
2024-11-03,Hamburg,18000,13456,True,False
2024-11-03,Hessen,15885,19610,True,False
2024-11-03,Mecklenburg-Vorpommern,8862,6942,True,False
2024-11-03,Niedersachsen,14389,13084,True,False
2024-11-03,Nordrhein-Westfalen,20616,19530,True,False
2024-11-03,Rheinland-Pfalz,12722,14836,True,False
2024-11-03,Saarland,8423,6542,True,False
2024-11-03,Sachsen,12692,11588,True,False
2024-11-03,Sachsen-Anhalt,10113,11310,True,False
2024-11-03,Schleswig-Holstein,11526,13103,True,False
2024-11-03,Thüringen,9969,11352,True,False
2024-11-04,Baden-Württemberg,25860,16775,False,False
2024-11-04,Bayern,27781,27637,False,False
2024-11-04,Berlin,33722,34716,False,False
2024-11-04,Brandenburg,16948,14474,False,False
2024-11-04,Bremen,14428,15005,False,False
2024-11-04,Hamburg,26046,21133,False,False
2024-11-04,Hessen,23016,17893,False,False
2024-11-04,Mecklenburg-Vorpommern,12979,16015,False,False
2024-11-04,Niedersachsen,20925,13494,False,False
2024-11-04,Nordrhein-Westfalen,29957,28957,False,False
2024-11-04,Rheinland-Pfalz,18531,18145,False,False
2024-11-04,Saarland,12258,11184,False,False
2024-11-04,Sachsen,18496,21178,False,False
2024-11-04,Sachsen-Anhalt,14777,17153,False,False
2024-11-04,Schleswig-Holstein,16756,13725,False,False
2024-11-04,Thüringen,14538,15657,False,False
2024-11-05,Baden-Württemberg,26084,31370,False,False
2024-11-05,Bayern,28006,25000,False,False
2024-11-05,Berlin,34159,32371,False,False
2024-11-05,Brandenburg,17115,16267,False,False
2024-11-05,Bremen,14529,15081,False,False
2024-11-05,Hamburg,26352,20064,False,False
2024-11-05,Hessen,23193,27270,False,False
2024-11-05,Mecklenburg-Vorpommern,12971,29477,False,False
2024-11-05,Niedersachsen,21101,22996,False,False
2024-11-05,Nordrhein-Westfalen,30262,30927,False,False
2024-11-05,Rheinland-Pfalz,18649,14985,False,False
2024-11-05,Saarland,12322,11708,False,False
2024-11-05,Sachsen,18547,19750,False,False
2024-11-05,Sachsen-Anhalt,14817,18578,False,False
2024-11-05,Schleswig-Holstein,16906,16786,False,False
2024-11-05,Thüringen,14623,15370,False,False
2024-11-06,Baden-Württemberg,26243,23007,False,False
2024-11-06,Bayern,28008,27740,False,False
2024-11-06,Berlin,33944,33546,False,False
2024-11-06,Brandenburg,17017,16065,False,False
2024-11-06,Bremen,14536,13013,False,False
2024-11-06,Hamburg,26408,28506,False,False
2024-11-06,Hessen,23233,22855,False,False
2024-11-06,Mecklenburg-Vorpommern,12899,14250,False,False
2024-11-06,Niedersachsen,21017,17856,False,False
2024-11-06,Nordrhein-Westfalen,30183,27113,False,False
2024-11-06,Rheinland-Pfalz,18591,21447,False,False
2024-11-06,Saarland,12334,12076,False,False
2024-11-06,Sachsen,18513,18487,False,False
2024-11-06,Sachsen-Anhalt,14751,9950,False,False
2024-11-06,Schleswig-Holstein,16861,23280,False,False
2024-11-06,Thüringen,14570,16081,False,False
2024-11-07,Baden-Württemberg,26672,27677,False,False
2024-11-07,Bayern,28657,34012,False,False
2024-11-07,Berlin,34807,41322,False,False
2024-11-07,Brandenburg,17437,18417,False,False
2024-11-07,Bremen,14839,14095,False,False
2024-11-07,Hamburg,26933,28584,False,False
2024-11-07,Hessen,23721,29772,False,False
2024-11-07,Mecklenburg-Vorpommern,13245,11065,False,False
2024-11-07,Niedersachsen,21489,21210,False,False
2024-11-07,Nordrhein-Westfalen,30882,32079,False,False
2024-11-07,Rheinland-Pfalz,19031,19933,False,False
2024-11-07,Saarland,12593,11116,False,False
2024-11-07,Sachsen,18982,22234,False,False
2024-11-07,Sachsen-Anhalt,15127,15930,False,False
2024-11-07,Schleswig-Holstein,17197,13954,False,False
2024-11-07,Thüringen,14940,12122,False,False
2024-11-08,Baden-Württemberg,23208,25653,False,False
2024-11-08,Bayern,24902,21483,False,False
2024-11-08,Berlin,30273,28149,False,False
2024-11-08,Brandenburg,15139,14302,False,False
2024-11-08,Bremen,12897,15062,False,False
2024-11-08,Hamburg,23450,23081,False,False
2024-11-08,Hessen,20625,19569,False,False
2024-11-08,Mecklenburg-Vorpommern,11443,12016,False,False
2024-11-08,Niedersachsen,18670,22112,False,False
2024-11-08,Nordrhein-Westfalen,26862,21202,False,False
2024-11-08,Rheinland-Pfalz,16535,17194,False,False
2024-11-08,Saarland,10939,11408,False,False
2024-11-08,Sachsen,16460,17331,False,False
2024-11-08,Sachsen-Anhalt,13101,10581,False,False
2024-11-08,Schleswig-Holstein,14948,12094,False,False
2024-11-08,Thüringen,12991,15840,False,False
2024-11-09,Baden-Württemberg,17731,19989,True,False
2024-11-09,Bayern,18986,12990,True,False
2024-11-09,Berlin,23135,23589,True,False
2024-11-09,Brandenburg,11574,9953,True,False
2024-11-09,Bremen,9846,6491,True,False
2024-11-09,Hamburg,17871,19518,True,False
2024-11-09,Hessen,15743,14701,True,False
2024-11-09,Mecklenburg-Vorpommern,8771,8823,True,False
2024-11-09,Niedersachsen,14279,14367,True,False
2024-11-09,Nordrhein-Westfalen,20499,17919,True,False
2024-11-09,Rheinland-Pfalz,12628,12879,True,False
2024-11-09,Saarland,8350,9801,True,False
2024-11-09,Sachsen,12576,23011,True,False
2024-11-09,Sachsen-Anhalt,10038,9334,True,False
2024-11-09,Schleswig-Holstein,11429,11173,True,False
2024-11-09,Thüringen,9917,12722,True,False
2024-11-10,Baden-Württemberg,16795,16410,True,False
2024-11-10,Bayern,18005,16347,True,False
2024-11-10,Berlin,21804,23492,True,False
2024-11-10,Brandenburg,10941,11026,True,False
2024-11-10,Bremen,9307,9035,True,False
2024-11-10,Hamburg,16945,11716,True,False
2024-11-10,Hessen,14915,14456,True,False
2024-11-10,Mecklenburg-Vorpommern,8291,9247,True,False
2024-11-10,Niedersachsen,13488,14006,True,False
2024-11-10,Nordrhein-Westfalen,19394,22129,True,False
2024-11-10,Rheinland-Pfalz,11934,11763,True,False
2024-11-10,Saarland,7897,10192,True,False
2024-11-10,Sachsen,11891,10911,True,False
2024-11-10,Sachsen-Anhalt,9479,8636,True,False
2024-11-10,Schleswig-Holstein,10796,10701,True,False
2024-11-10,Thüringen,9355,8767,True,False
2024-11-11,Baden-Württemberg,26383,30282,False,False
2024-11-11,Bayern,28252,26186,False,False
2024-11-11,Berlin,34588,32253,False,False
2024-11-11,Brandenburg,17239,15403,False,False
2024-11-11,Bremen,14710,12337,False,False
2024-11-11,Hamburg,26660,28136,False,False
2024-11-11,Hessen,23451,21541,False,False
2024-11-11,Mecklenburg-Vorpommern,13125,15725,False,False
2024-11-11,Niedersachsen,21280,22199,False,False
2024-11-11,Nordrhein-Westfalen,30603,22706,False,False
2024-11-11,Rheinland-Pfalz,18852,12955,False,False
2024-11-11,Saarland,12484,11875,False,False
2024-11-11,Sachsen,18694,19512,False,False
2024-11-11,Sachsen-Anhalt,14980,12793,False,False
2024-11-11,Schleswig-Holstein,17042,37711,False,False
2024-11-11,Thüringen,14814,14494,False,False
2024-11-12,Baden-Württemberg,27037,26655,False,False
2024-11-12,Bayern,29024,27355,False,False
2024-11-12,Berlin,35735,30335,False,False
2024-11-12,Brandenburg,17725,16209,False,False
2024-11-12,Bremen,15084,13680,False,False
2024-11-12,Hamburg,27440,33681,False,False
2024-11-12,Hessen,24060,27606,False,False
2024-11-12,Mecklenburg-Vorpommern,13443,13074,False,False
2024-11-12,Niedersachsen,21825,23128,False,False
2024-11-12,Nordrhein-Westfalen,31509,30779,False,False
2024-11-12,Rheinland-Pfalz,19338,25091,False,False
2024-11-12,Saarland,12773,13136,False,False
2024-11-12,Sachsen,19105,16938,False,False
2024-11-12,Sachsen-Anhalt,15365,13414,False,False
2024-11-12,Schleswig-Holstein,17452,19612,False,False
2024-11-12,Thüringen,15175,14471,False,False
2024-11-13,Baden-Württemberg,26151,27794,False,False
2024-11-13,Bayern,27996,28839,False,False
2024-11-13,Berlin,33841,28784,False,False
2024-11-13,Brandenburg,17036,13868,False,False
2024-11-13,Bremen,14512,12920,False,False
2024-11-13,Hamburg,26312,20183,False,False
2024-11-13,Hessen,23213,21413,False,False
2024-11-13,Mecklenburg-Vorpommern,12937,13832,False,False
2024-11-13,Niedersachsen,21030,23416,False,False
2024-11-13,Nordrhein-Westfalen,30127,56793,False,False
2024-11-13,Rheinland-Pfalz,18597,25713,False,False
2024-11-13,Saarland,12330,14209,False,False
2024-11-13,Sachsen,18559,19745,False,False
2024-11-13,Sachsen-Anhalt,14790,14534,False,False
2024-11-13,Schleswig-Holstein,16844,17185,False,False
2024-11-13,Thüringen,14614,12746,False,False
2024-11-14,Baden-Württemberg,27790,26936,False,False
2024-11-14,Bayern,29810,34119,False,False
2024-11-14,Berlin,36384,94705,False,False
2024-11-14,Brandenburg,18190,17584,False,False
2024-11-14,Bremen,15486,12822,False,False
2024-11-14,Hamburg,28078,31077,False,False
2024-11-14,Hessen,24706,29120,False,False
2024-11-14,Mecklenburg-Vorpommern,13843,11682,False,False
2024-11-14,Niedersachsen,22439,15999,False,False
2024-11-14,Nordrhein-Westfalen,32242,34819,False,False
2024-11-14,Rheinland-Pfalz,19861,18805,False,False
2024-11-14,Saarland,13139,12770,False,False
2024-11-14,Sachsen,19733,18995,False,False
2024-11-14,Sachsen-Anhalt,15792,24641,False,False
2024-11-14,Schleswig-Holstein,17981,15786,False,False
2024-11-14,Thüringen,15562,15807,False,False
2024-11-15,Baden-Württemberg,26371,25780,False,False
2024-11-15,Bayern,28328,28673,False,False
2024-11-15,Berlin,34416,36948,False,False
2024-11-15,Brandenburg,17275,23729,False,False
2024-11-15,Bremen,14706,17480,False,False
2024-11-15,Hamburg,26570,43128,False,False
2024-11-15,Hessen,23463,21975,False,False
2024-11-15,Mecklenburg-Vorpommern,13201,15031,False,False
2024-11-15,Niedersachsen,21326,25713,False,False
2024-11-15,Nordrhein-Westfalen,30547,39775,False,False
2024-11-15,Rheinland-Pfalz,18879,17816,False,False
2024-11-15,Saarland,12489,10852,False,False
2024-11-15,Sachsen,18853,14438,False,False
2024-11-15,Sachsen-Anhalt,15044,15828,False,False
2024-11-15,Schleswig-Holstein,17076,17530,False,False
2024-11-15,Thüringen,14813,14148,False,False
2024-11-16,Baden-Württemberg,17645,14644,True,False
2024-11-16,Bayern,18947,22960,True,False
2024-11-16,Berlin,22971,29461,True,False
2024-11-16,Brandenburg,11519,13633,True,False
2024-11-16,Bremen,9791,7408,True,False
2024-11-16,Hamburg,17832,18481,True,False
2024-11-16,Hessen,15676,14732,True,False
2024-11-16,Mecklenburg-Vorpommern,8741,10088,True,False
2024-11-16,Niedersachsen,14201,13581,True,False
2024-11-16,Nordrhein-Westfalen,20415,16472,True,False
2024-11-16,Rheinland-Pfalz,12568,10021,True,False
2024-11-16,Saarland,8309,10397,True,False
2024-11-16,Sachsen,12510,13279,True,False
2024-11-16,Sachsen-Anhalt,9980,11343,True,False
2024-11-16,Schleswig-Holstein,11369,12685,True,False
2024-11-16,Thüringen,9843,8976,True,False
2024-11-17,Baden-Württemberg,18054,20658,True,False
2024-11-17,Bayern,19330,20405,True,False
2024-11-17,Berlin,23483,16293,True,False
2024-11-17,Brandenburg,11811,12474,True,False
2024-11-17,Bremen,9998,9053,True,False
2024-11-17,Hamburg,18173,18620,True,False
2024-11-17,Hessen,16010,17675,True,False
2024-11-17,Mecklenburg-Vorpommern,8920,8942,True,False
2024-11-17,Niedersachsen,14565,16460,True,False
2024-11-17,Nordrhein-Westfalen,20844,27484,True,False
2024-11-17,Rheinland-Pfalz,12851,11923,True,False
2024-11-17,Saarland,8489,12169,True,False
2024-11-17,Sachsen,12799,14919,True,False
2024-11-17,Sachsen-Anhalt,10195,10280,True,False
2024-11-17,Schleswig-Holstein,11684,11752,True,False
2024-11-17,Thüringen,10061,11408,True,False
2024-11-18,Baden-Württemberg,25034,32824,False,False
2024-11-18,Bayern,26901,26264,False,False
2024-11-18,Berlin,32819,35824,False,False
2024-11-18,Brandenburg,16409,19301,False,False
2024-11-18,Bremen,13923,15880,False,False
2024-11-18,Hamburg,25265,20386,False,False
2024-11-18,Hessen,22258,24589,False,False
2024-11-18,Mecklenburg-Vorpommern,12441,11364,False,False
2024-11-18,Niedersachsen,20212,11873,False,False
2024-11-18,Nordrhein-Westfalen,29020,26280,False,False
2024-11-18,Rheinland-Pfalz,17898,17817,False,False
2024-11-18,Saarland,11821,11542,False,False
2024-11-18,Sachsen,17852,22201,False,False
2024-11-18,Sachsen-Anhalt,14220,12505,False,False
2024-11-18,Schleswig-Holstein,16164,12194,False,False
2024-11-18,Thüringen,14051,14478,False,False
2024-11-19,Baden-Württemberg,27465,29535,False,False
2024-11-19,Bayern,29512,25771,False,False
2024-11-19,Berlin,35906,44088,False,False
2024-11-19,Brandenburg,17936,18005,False,False
2024-11-19,Bremen,15288,15614,False,False
2024-11-19,Hamburg,27786,19158,False,False
2024-11-19,Hessen,24429,26916,False,False
2024-11-19,Mecklenburg-Vorpommern,13656,13730,False,False
2024-11-19,Niedersachsen,22116,24576,False,False
2024-11-19,Nordrhein-Westfalen,31837,33227,False,False
2024-11-19,Rheinland-Pfalz,19592,16167,False,False
2024-11-19,Saarland,12976,13558,False,False
2024-11-19,Sachsen,19516,19496,False,False
2024-11-19,Sachsen-Anhalt,15580,16257,False,False
2024-11-19,Schleswig-Holstein,17686,17252,False,False
2024-11-19,Thüringen,15348,15496,False,False
2024-11-20,Baden-Württemberg,25237,17923,False,False
2024-11-20,Bayern,27053,28733,False,False
2024-11-20,Berlin,32873,33865,False,False
2024-11-20,Brandenburg,16485,14425,False,False
2024-11-20,Bremen,14011,17920,False,False
2024-11-20,Hamburg,25456,24541,False,False
2024-11-20,Hessen,22433,17966,False,False
2024-11-20,Mecklenburg-Vorpommern,12532,10118,False,False
2024-11-20,Niedersachsen,20311,18829,False,False
2024-11-20,Nordrhein-Westfalen,29174,26580,False,False
2024-11-20,Rheinland-Pfalz,17989,18083,False,False
2024-11-20,Saarland,11902,13905,False,False
2024-11-20,Sachsen,17886,17378,False,False
2024-11-20,Sachsen-Anhalt,14302,13210,False,False
2024-11-20,Schleswig-Holstein,16259,15643,False,False
2024-11-20,Thüringen,14119,15044,False,False
2024-11-21,Baden-Württemberg,24662,27251,False,False
2024-11-21,Bayern,26578,19056,False,False
2024-11-21,Berlin,32303,34571,False,False
2024-11-21,Brandenburg,16179,16139,False,False
2024-11-21,Bremen,13708,17679,False,False
2024-11-21,Hamburg,24966,22956,False,False
2024-11-21,Hessen,21969,23695,False,False
2024-11-21,Mecklenburg-Vorpommern,12229,12850,False,False
2024-11-21,Niedersachsen,19909,23386,False,False
2024-11-21,Nordrhein-Westfalen,28638,23040,False,False
2024-11-21,Rheinland-Pfalz,17636,22082,False,False
2024-11-21,Saarland,11638,10339,False,False
2024-11-21,Sachsen,17594,21742,False,False
2024-11-21,Sachsen-Anhalt,13993,14160,False,False
2024-11-21,Schleswig-Holstein,15894,19852,False,False
2024-11-21,Thüringen,13839,12856,False,False
2024-11-22,Baden-Württemberg,27477,21719,False,False
2024-11-22,Bayern,29452,30262,False,False
2024-11-22,Berlin,35833,29631,False,False
2024-11-22,Brandenburg,17998,19325,False,False
2024-11-22,Bremen,15265,18844,False,False
2024-11-22,Hamburg,27700,25102,False,False
2024-11-22,Hessen,24408,23545,False,False
2024-11-22,Mecklenburg-Vorpommern,13641,17721,False,False
2024-11-22,Niedersachsen,22187,21798,False,False
2024-11-22,Nordrhein-Westfalen,31775,26127,False,False
2024-11-22,Rheinland-Pfalz,19607,18603,False,False
2024-11-22,Saarland,12967,13070,False,False
2024-11-22,Sachsen,19525,20883,False,False
2024-11-22,Sachsen-Anhalt,15577,17250,False,False
2024-11-22,Schleswig-Holstein,17781,12458,False,False
2024-11-22,Thüringen,15373,16946,False,False
2024-11-23,Baden-Württemberg,17875,33019,True,False
2024-11-23,Bayern,19232,25431,True,False
2024-11-23,Berlin,23251,25355,True,False
2024-11-23,Brandenburg,11653,10547,True,False
2024-11-23,Bremen,9915,10193,True,False
2024-11-23,Hamburg,18085,20560,True,False
2024-11-23,Hessen,15893,12848,True,False
2024-11-23,Mecklenburg-Vorpommern,8786,8618,True,False
2024-11-23,Niedersachsen,14360,17718,True,False
2024-11-23,Nordrhein-Westfalen,20681,22221,True,False
2024-11-23,Rheinland-Pfalz,12712,9589,True,False
2024-11-23,Saarland,8412,9118,True,False
2024-11-23,Sachsen,12685,11240,True,False
2024-11-23,Sachsen-Anhalt,10077,8341,True,False
2024-11-23,Schleswig-Holstein,11473,9738,True,False
2024-11-23,Thüringen,9994,8737,True,False
2024-11-24,Baden-Württemberg,17960,19527,True,False
2024-11-24,Bayern,19135,14871,True,False
2024-11-24,Berlin,23293,18806,True,False
2024-11-24,Brandenburg,11659,12376,True,False
2024-11-24,Bremen,9942,9140,True,False
2024-11-24,Hamburg,18006,15268,True,False
2024-11-24,Hessen,15874,31912,True,False
2024-11-24,Mecklenburg-Vorpommern,8846,11360,True,False
2024-11-24,Niedersachsen,14410,13974,True,False
2024-11-24,Nordrhein-Westfalen,20639,16096,True,False
2024-11-24,Rheinland-Pfalz,12745,11328,True,False
2024-11-24,Saarland,8438,7806,True,False
2024-11-24,Sachsen,12680,13037,True,False
2024-11-24,Sachsen-Anhalt,10108,9949,True,False
2024-11-24,Schleswig-Holstein,11566,15524,True,False
2024-11-24,Thüringen,10001,9104,True,False
2024-11-25,Baden-Württemberg,25981,27836,False,False
2024-11-25,Bayern,27792,29833,False,False
2024-11-25,Berlin,33853,35955,False,False
2024-11-25,Brandenburg,16954,17630,False,False
2024-11-25,Bremen,14457,15143,False,False
2024-11-25,Hamburg,26179,26956,False,False
2024-11-25,Hessen,23059,19874,False,False
2024-11-25,Mecklenburg-Vorpommern,12890,15114,False,False
2024-11-25,Niedersachsen,20935,16793,False,False
2024-11-25,Nordrhein-Westfalen,30036,32505,False,False
2024-11-25,Rheinland-Pfalz,18525,14883,False,False
2024-11-25,Saarland,12269,11603,False,False
2024-11-25,Sachsen,18412,17528,False,False
2024-11-25,Sachsen-Anhalt,14716,10272,False,False
2024-11-25,Schleswig-Holstein,16789,15656,False,False
2024-11-25,Thüringen,14543,11087,False,False
2024-11-26,Baden-Württemberg,25573,30101,False,False
2024-11-26,Bayern,27279,20306,False,False
2024-11-26,Berlin,33215,26721,False,False
